Lemma,Grundform 
gratschen,"['Gegratsch', 'Gegrätsch', 'Gerätsche', 'Gratscheit', 'Gritsche', 'Gritscher', 'Grutscher', 'Grätscheit', 'Grätscher', 'begratschen', 'dergratschen', 'dergrätscht', 'ergrätschen', 'gegrätscht', 'gratschig', 'vergratschen', 'vergratscht', 'vergrätschen', 'zergratscht']"
greinen,"['Gegrein', 'abgreinen', 'abgreinen, sich', 'angreinen', 'ausgreinen', 'ausgreinen, sich', 'hingreinen', 'nachgreinen']"
grellen,['Gegrell']
grinsen,"['Gegrinse', 'Obergrinser']"
Grubs,"['Gegrubs', 'Gegrubse', 'Gegrübs', 'Grubse', 'Grubsen', 'Grubser', 'Grübser', 'grübsig']"
grunzen,"['Gegrunz', 'Grünzler']"
kruschen,"['Gegrusch', 'Gerust', 'Kruschtler', 'herabgruschen']"
grölzen,"['Gegrölz', 'Grölzer', 'aufgrölzen']"
grötzen,['Gegrötz']
gurren,"['Gegurr', 'Taubengurrer', 'Tubengurrer']"
göcken,"['Gegöck', 'Göcke', 'Köcke', 'Köcker', 'abgöcken', 'göchsen', 'göcksen']"
hinter,"['Geh-hinterig', 'Gehst-du-hinter', 'Gehst-du-hinterig', 'Gehst-hinter', 'Gehst-hinterer', 'Gehst-hinterig', 'Gehst-hintrig', 'Gehst-mich-hinhinter', 'Gehst-mich-hinter', 'Gehst-mir-hinhinter', 'HInterwagen', 'Hinterachsstock', 'Hinterer', 'Hintereschere', 'Hinterfuß', 'Hinterhältiger', 'Hinterkipfe', 'Hinterwaage', 'hinhinterstreichen', 'hinter [gehen]', 'hinteres', 'hinterhin', 'hinterhältig', 'hinterigfahren', 'hinterisch', 'hinterkünftig', 'hintern', 'hinternig', 'hinterst', 'hintersthin', 'hinterwärtlich', 'hinterwärts', 'hinterwärtslich', 'zuendest-nacheinander-hinhinter']"
Halm,"['Gehalm', 'Getreidehalme', 'Halme', 'Halmen', 'Halmer', 'Hälbing', 'Hälmen', 'Lesehalme', 'Schachtelhalme', 'Strohhalme', 'gehälmen', 'halmen', 'herumhalmen', 'hälmen', 'häufeln']"
Wand,"['Gehalterrückwand', 'dunkelwandig', 'vier Wände']"
Hecke,"['Geheck', 'Hecken', 'Holzhecken']"
hegen,['Geheg']
heichen,"['Geheich', 'Heicher', 'geheichen']"
heißen,"['Geheiße', 'abheißen', 'angeheißen', 'aufheißen', 'ausheißen', 'geheißen', 'herunterheißen', 'hintereinanderheißen', 'verheißen', 'zusammenheißen']"
henken,"['Gehenkter', 'Gänsehenker', 'derhenken', 'einhenken']"
heulen,"['Geheul', 'Geheule', 'Geuler', 'Geulerin', 'Heuler', 'abheulen', 'aufheulen', 'ausheulen', 'geulen', 'mitheulen', 'verheult']"
Hirn,['Gehirn']
Rock,"['Gehrock', 'Gevatterrock', 'Schneeflöcklein-Weißröcklein', 'Unterrock']"
du,['Gehst-du']
mich,"['Gehst-du-hinter-mich', 'Gehst-hinter-mich', 'Magst-du-mich-Tüchlein', 'Magst-mich-Tüchelein', 'Magst-mich-Tüchlein', 'Verstehst-du-mich', 'Verstehstdumich']"
weg,"['Gehst-du-weg', 'Gehst-weg', 'Gehstduweg', 'Hinter-gehst-weg', 'Strohwegräumer', 'Wegbinden', 'einweg', 'garstig weggehen', 'strümpfet weggehen', 'stur weggehen', 'vorderweg', 'weg', 'wegblasen', 'wegfleigen', 'wegloder', 'wegwärts', 'wegwärtsich']"
hinhinter,['Gehst-hinhinter']
mir,"['Gehst-hinter-mir', 'komm-schon-gib-mir-schon', 'mit']"
hinum,"['Gehst-hinum', 'Hintersichhinum']"
hinten,"['Gehst-mich-hintig', 'Hintern', 'hint', 'hint hinein', 'hint und vorne', 'hintdrauß hängen', 'hintdurch hauen', 'hinten dran', 'hinten und vorne', 'hinter', 'hintherum', 'nach hinten']"
Steig,"['Gehsteig', 'Hasensteige', 'Jägersteige', 'Rehsteige', 'Steige', 'Steigweg']"
mehr,"['Geht-nichts-mehr', 'mehr sein', 'mehr werden', 'mehrer', 'mehrere', 'mehrig', 'nimmer', 'vermehren, sich']"
humpfen,"['Gehumpfe', 'gehumpfet', 'zusammengehumpfet']"
husten,"['Gehust', 'anhusten', 'hinhusten']"
hätschen,"['Gehätsche', 'derhätschen, sich']"
Geier,"['Geierkralle', 'dergeiern', 'herumgeiern']"
Kralle,"['Geierskralle', 'abkrallen', 'abkrällen, sich', 'ankrallen', 'bekrallen', 'derkrallen', 'herumkrallen', 'krallen', 'krällen']"
geil,"['Geile', 'Geiler', 'ausgeilen', 'geilern', 'geilig']"
Geilsheim,['Geilsheimer']
voll,"['Geiselvoll', 'Ranzen vollhaben', 'Volleule', 'abarmvollen', 'anarmvollen', 'armvollen', 'aufarmvollen', 'aufmundvollen', 'gedrücktvoll', 'gehauftsvoll', 'handvollen', 'herumhandvollen', 'proppenvoll', 'umarmvollen', 'umärmvollen', 'voll werden', 'volle', 'voller', 'voller werden', 'vollessen', 'vollraunzen', 'vollscheißen', 'vollwamsen', 'völlig', 'zusammenarmvollen', 'Ärmvollen', 'ärmvollen']"
stören,"['Geistesgestörter', 'Gestörter', 'Ruhestörer', 'Störer', 'zerstören']"
Geiz,"['Geizer', 'Geizhausen', 'Geizzacken', 'abgeizen', 'ausgeizen', 'ehrgeizig', 'entgeizen', 'geizeln', 'geizen', 'geizig']"
Geiß,"['Geiße', 'Geißen', 'Geß', 'die jungen Geißlein', 'geißeln', 'geißen', 'junge Geißchen', 'junge Geißlein']"
schnalzen,"['Geißelschnalze', 'Hirnschnalzer', 'Ohrenschnalzer', 'Ohrenschnälzer', 'Schnalze', 'Schnalzer', 'Schneeschnalze', 'Schnelzer', 'Schnälze', 'Schnälzer', 'Steinschnelze', 'Steinschnelzer', 'Wasserschnalze', 'Wasserschnalzer', 'Wasserschnälze', 'abschnälzen', 'anschnalzen', 'aufschnalzen', 'aufschnälzen', 'herunterschnälzen', 'hinschnälzen']"
zetern,"['Geißgezeter', 'Gezeten', 'Gezeter', 'Zeter', 'zetieren']"
Glocke,"['Geißglocken', 'Glocken', 'Glockenputzer', 'Pfundsglocken', 'glockenputzen']"
Locke,"['Geißlocken', 'Haarlocken', 'Keuschheitslocken', 'auflocken', 'gelockt', 'herlocken', 'lockeln', 'locken']"
moppen,"['Geißmöpper', 'angemoppt', 'anmoppen']"
streiten,"['Geißstreit', 'Gestreite', 'Streitsüchtiger', 'Weiberstreit', 'anstreiten', 'streitig', 'streitsüchtig']"
Trolle,"['Geißtrollen', 'Trollen', 'Troller']"
jammern,"['Gejammer', 'Jammer', 'Jammerer', 'Katzengejammer', 'Katzenjammer', 'abjammern', 'anjammern', 'gottsjämmerlich', 'jammen', 'jammertieren', 'jämmerlich', 'vorjammern']"
japsen,['Gejapse']
jaunen,"['Gejau', 'Gejaun', 'Gejauze', 'jauern']"
jaulen,['Gejaul']
jucken,"['Gejuck', 'abjuckeln', 'abjucken', 'durchjuckeln', 'durchjucken']"
jäten,['Gejätig']
kachzen,"['Gekachz', 'Gekachze']"
Kalfaktor,"['Gekalfakter', 'Kalfaktorin', 'kalfaktern', 'verkalfaktern']"
keifen,"['Gekeif', 'Keife', 'ankeifen']"
kichern,"['Gekicher', 'Kicherer']"
klagen,"['Geklag', 'Klager', 'Totenklage', 'Wehklage', 'anklagen', 'beklagen', 'beklagen, sich', 'verklagen', 'vorklagen']"
kleckern,['Geklecker']
klimpern,"['Geklimper', 'Klimpere', 'Klimperer', 'verklimpern']"
klirren,"['Geklirr', 'klirrern']"
kluppen,"['Gekluppter', 'Kluppe', 'Klupper', 'Kluppser', 'Nasenklupper', 'Wäscheklupper', 'abkluppen', 'abkluppern', 'auskluppen', 'gekluppt', 'kluppieren', 'verkluppen', 'verkluppt']"
knarzen,"['Geknarz', 'Knarze', 'Knarzer', 'abknarzen']"
knaunzen,"['Geknauntsch', 'Geknaunz', 'Knaunze', 'Knaunzer', 'Knauze', 'abknaunzen', 'abknauzen']"
knotschen,"['Geknautsch', 'Geknitsch', 'Knautsche', 'Knautscher', 'Knautscherer', 'Knitscher', 'Knotscher', 'Knötscher', 'Knütscher', 'Nestknitscher', 'abknitschen', 'abknotschen', 'abknutschen', 'abknötschen', 'ausgeknitscht', 'ausknitschen', 'ausknötschen', 'durchknatschen', 'durchknitschen', 'durchknötschen', 'geknietscht', 'geknötschen', 'herabknitschen', 'herausknitschen', 'herumknautschen', 'hinüberknötschen', 'verknitscht', 'verknötscht', 'zerknötschen', 'zusammengeknietscht', 'zusammengeknötscht', 'zusammenknatschen', 'zusammenknitschen', 'zusammenknotschen', 'zusammenknötschen']"
kneifen,"['Gekneif', 'Kneifer']"
knottern,"['Geknotter', 'Genotter', 'Knotterdippen', 'Knotterdüppe', 'Knotterdüppen', 'Knotterer', 'Knotterkäthe', 'losknottern']"
knurren,"['Geknurr', 'hinknurren', 'verknurren']"
quenken,"['Geknäng', 'Knängerer', 'Quenkser', 'knängern', 'quenkern', 'quenksgern', 'quenkstern']"
Knatsch,['Geknätsche']
knören,"['Geknör', 'abknöreln', 'abknören', 'abknörgeln', 'aufknören', 'durchgeknört', 'durchknören', 'umherknören', 'wegknören', 'zusammenknören']"
Knorpel,"['Geknürpf', 'verknörpelt']"
kotzen,"['Gekotz', 'Gekutz', 'Großkotzeter', 'Großkotzige', 'Kotze', 'Kotzer', 'Kotzers', 'Kutze', 'Kutzer', 'abkutzen', 'ankotzen', 'ankotzen, sich', 'ankutzen', 'auskotzen, sich', 'gekotzt', 'kotzen, wie', 'kotzerig', 'kotzet', 'kotzig', 'verkotzen', 'verkotzt']"
krakel,"['Gekrakel', 'Gekraks', 'Gekraksel', 'Hennenkrakseln', 'Krake', 'Krakser', 'Kräkler', 'aufgekralt', 'hinankrakseln', 'krakelig', 'krakeln', 'kraksel']"
kreischen,"['Gekreisch', 'Krischlene', 'Marktkreischer', 'abkreischen', 'ankreischen', 'aufkreischen', 'auskreischen', 'kreischne', 'loskreischen']"
kreißen,"['Gekreiß', 'Kreißtenjunge', 'Mainkrischer', 'kreißtern']"
Krempel,"['Gekrempel', 'Krempelage', 'Kremperer']"
Kritik,"['Gekritisier', 'Krikler', 'Kristikaster', 'Kritikaster', 'Kritikasterin', 'Kritisierer', 'Krittler', 'kritisieren', 'krittelich']"
krächsen,"['Gekräche', 'Gekrächs', 'Krächse']"
krächzen,"['Gekrächz', 'Gekrächzt', 'Krächzer', 'zusammenkrächzen']"
krähen,"['Gekräh', 'Hohlkrähe', 'Holzkrähe', 'Krähe', 'Krähenfürze', 'Krähenäste', 'Nebelkrähe', 'Streitkrähe', 'abkrähen, sich']"
Kropf,"['Gekröpf', 'Kröpfe', 'Kröpfer', 'Kröpferin', 'Kröpfeter', 'einkröpfen', 'gekropft', 'hinankröpfen', 'kröpfen', 'zusammenkröpfen']"
Gekröse,"['Gekrös', 'Kalbsgekrös']"
kulchen,"['Gekulch', 'Gekülch', 'Kulche', 'Kulcher', 'Külcher', 'ankülfern', 'kulchern']"
kuppeln,"['Gekuppelter', 'Heiratskuppler', 'Kniescheibenkupplung', 'Kuppelierer', 'Kuppler', 'Oberkuppler', 'Verkuppler', 'Verkupplerin', 'Verkupplung', 'Zusammengekuppelte', 'gekuppelt', 'verkuppeln', 'verkuppelt', 'zukuppeln', 'zusammengekuppelt', 'zusammenkuppeln', 'zusammenkuppeln, sich']"
kauen,"['Gekäu', 'Käuer', 'Spinnenkauer', 'Spinnenkäuer', 'abkauen', 'kausen', 'urkäuen']"
labern,"['Gelaber', 'Laberant', 'Laberer', 'auslabern']"
lamentieren,['Gelamentier']
gelb,"['Gelbe', 'Gelber', 'Gelber Schwammer', 'Gelberling', 'gelber Pfifferling', 'gelbes Zipperlein']"
gut,"['Geld und gute Worte', 'Gute', 'Guter', 'Gütler', 'Herzguter', 'Ungut', 'des Guten zu viel', 'eingütig', 'gut gemessen', 'gut können', 'gute Henne', 'guten Morgen', 'gutes Milchkühlein', 'gutschmekig', 'halbgütig', 'im Gute', 'sich Gutes tun', 'sich gütlich tun', 'ungut', 'wieder gut machen', 'zweigütig']"
lechen,"['Gelechz', 'derlechen', 'derlechent', 'derlechet', 'derlecht', 'derlechzet', 'verlechert']"
lecken,"['Geleck', 'Hirschlecke', 'Kuhlecke', 'Leckbatzer', 'Lecker', 'Mädleinslecker', 'Rahmlecker', 'Schneelecke', 'Speichellecker', 'Säugelecker', 'ablecken', 'anlecken', 'auflecken', 'auslecken', 'geleckt', 'leckern']"
gelegen,['Gelegenheit']
lehren,"['Gelehrter', 'Lehre', 'Lehrer', 'Lehrling', 'Schullehrer', 'anlehren', 'einlehren', 'gelehrt', 'ungelehrt']"
Leier,"['Geleier', 'Windleiere', 'abgeleiert', 'anleiern', 'ausgeleiert', 'ausleiern', 'durchgeleiert', 'durchleiern, sich', 'geleiert', 'herleiern', 'leiern', 'zusammengeleiert', 'zusammenleiern', 'zusammenleiern, sich']"
Leise,"['Geleis', 'Leist', 'Weitgleister', 'ausgleisen', 'breitleisig', 'einleisen', 'leistern']"
Stutz,"['Gelenkstutzer', 'Handstutze', 'Handstutzer', 'Stutzen', 'Stutzer', 'begriffsstutzig', 'gestutzt', 'stutzeln', 'stutzen', 'stutzig', 'zusammenstutzen', 'zustutzen']"
gellen,"['Gellin', 'angallen', 'gelstern', 'gillern']"
Lorbeer,"['Gelorbeer', 'Lolbere', 'Lorbeere', 'Lorbeeren', 'Lorbeerin', 'Lorben', 'ablorbeern', 'derlobelt', 'derlorbeert', 'lorbeeren', 'lorbeern', 'lorbern']"
gelt,"['Gelte', 'Gelter', 'Geltin', 'gelt stehen', 'gelte', 'gelten', 'geltendlaufen', 'geltig']"
schwänzen,"['Geltschwänzer', 'Schulschwänzer', 'Schulschwänzerer']"
Lust,"['Gelust', 'Geluste', 'Geluster', 'Gelusterer', 'Gelustiger', 'Gelüste', 'Gelüsterer', 'Gelüstiger', 'anlustieren', 'belustigen', 'derlustieren', 'derlustieren, sich', 'gelusten', 'gelustend', 'gelusteret', 'gelusterig', 'gelustet', 'gelustieren', 'gelustig', 'gelustret', 'gelustrig', 'gelüsten', 'gelüstend', 'gelüsteret', 'gelüsterig', 'gelüsterisch', 'gelüstig', 'hinangelusten', 'hingelusten', 'hingelüsten', 'hnangelusten', 'lustieren', 'lustig', 'lüstern', 'streitlustig', 'verlustieren', 'verlustieren, sich']"
Michael,"['Gelustmichel', 'Gewürgmichel', 'Mike', 'Mischa']"
Gelze,"['Gelzer', 'gelzen']"
lühen,"['Gelüfert', 'Lühe', 'auslühen']"
Lunge,"['Gelüng', 'Gelünge']"
Maische,"['Gemaisch', 'eingemaischt', 'gemaischt']"
malen,"['Gemalene', 'Gemalte', 'Maler', 'Malern', 'angemalt', 'anmalen', 'gemalen', 'gemalt', 'hinmalen', 'malern']"
mammern,['Gemammer']
mampf,"['Gemampf', 'Mampfe', 'anmampfen', 'einigmampfen', 'einmampfen, sich', 'hineinmampfeln', 'hineinmamsen', 'mampfeln', 'mampfen', 'mampfige']"
Mansch,"['Gemansch', 'Gemansche', 'zermanscht']"
maunken,"['Gemaunk', 'herummaunken', 'mauksen', 'maunkelig', 'maunkern', 'maunksen']"
meckern,"['Gemecker', 'Meckerer', 'anmeckern', 'bemeckern', 'gemeckern']"
Weisch,['Gemeisch']
melken,"['Gemelk', 'Hasenmelker', 'Katzenmelker', 'Mausmelker', 'Melker', 'Melkern', 'Neumelkete', 'abmelken', 'gemolken', 'wegmelken']"
Menge,"['Gemeng', 'Unmenge', 'einmengen', 'mengen', 'untergemengt', 'vermengen', 'zusammenmengen']"
meren,"['Gemer', 'abmeren', 'abmeren, sich', 'anmeren', 'dermeren', 'dermert', 'durchmeren', 'eingemeren', 'einmeren', 'gemeren', 'herausmeren', 'herummehren', 'herümmeren', 'ummeren', 'vermeren', 'vermert', 'wegmeren', 'zusammenmeren']"
Metze,"['Gemetz', 'Gemetzt', 'Metzen', 'Metzig', 'metzen']"
meutern,['Gemeuter']
miau,"['Gemiau', 'mauen', 'mia', 'miauen', 'miauken', 'miaunken', 'miaunzen', 'miauzen']"
mixen,"['Gemixtes', 'Mixtur', 'Weinmixer', 'gemixert', 'zusammengemixt']"
Mord,"['Gemordige', 'Kleidermörder', 'Mordio', 'Mordsmämme', 'Mörder', 'Mörderer', 'Selbstmörder', 'Vatermörder', 'Zetermordio', 'dermorden', 'morden', 'mordieren', 'mordsmäßig', 'mördern']"
Murks,"['Gemurks', 'Murkler', 'Murkser', 'Murkslerin', 'abmurksen', 'abmurksen, sich', 'dermurksen', 'gemurkst', 'herummurksen', 'murkeln', 'murksen', 'zusammenmurkeln', 'zusammenmurksen']"
Gemächt,['Gemächtshaar']
Magen,"['Gemäge', 'Magenläuse', 'Vormagen', 'ausgeschwemmter Magen', 'geruinierter Magen', 'herumgedrehter Magen', 'krankes Mägelein', 'unrechter Magen', 'verdorbener Magen', 'verdorbiger Magen', 'verdrehter Magen', 'verfressener Magen', 'vergrätschter Magen', 'verkorkster Magen', 'verkotzter Magen', 'verrenkter Magen', 'versauter Magen', 'verschissener Magen', 'versoffiger Magen', 'verstauchter Magen', 'verstimmeter Magen', 'verstimmter Magen', 'zergrätschter Magen']"
Maß,"['Gemäß', 'Saumäßig', 'Unmaß', 'dermäßig', 'gerichtsmäßig', 'gleichmäßig', 'herrenmäßig', 'saumäßig', 'ungleichmäßig', 'unmäßig', 'viehmäßig', 'zigeunermäßig', 'übemäßig', 'übermäßig']"
mühen,"['Gemüh', 'Liebesmühe', 'Mühsamer', 'abmühen', 'abmühen, sich', 'bemühen, sich', 'mühsam']"
Tand,"['Gemüsetandler', 'Tandler', 'Tandlerin', 'Tändler', 'herumtandeln', 'hintandeln', 'tandeln', 'tandern', 'tändeln']"
Genick,"['Genack', 'Genacke', 'Genacks', 'Genäck']"
Fink,['Genaschfink']
Gosche,"['Genaschgosche', 'Kühgoschevoll', 'Maulgoscher', 'Verpatschgosche', 'Verratgosche', 'Verratsgosche', 'Zugbeutelgosche', 'große Gosche haben', 'lose Gosche haben', 'verkehrte Göschel']"
Hammel,"['Genaschhammel', 'Reuthammel', 'gehammelt', 'gescherter Hammel', 'hammeln', 'verhammeln']"
genau,"['Genauer', 'Ungenauer', 'genauso', 'ungenau']"
rein,"['Generalreinigung', 'Großreinigung', 'Kalbreinig', 'Kalbreinige', 'Kalbreinigen', 'Kalbreinigung', 'Kalbsreinigen', 'Kälberreinigung', 'Luftreiniger', 'Nachreinigung', 'Nasenreiniger', 'Reinig', 'Reinigen', 'Reinigung', 'Reinung', 'hasenrein, nicht', 'reinigen', 'reiniglich', 'reinlich', 'unrein']"
genieren,"['Genieriger', 'genierig']"
genießen,"['Genießer', 'Genuss', 'Nutznießer', 'genüssig']"
nörgeln,"['Genörgler', 'Herumnörgler', 'Norgler', 'Nörgeldüppe', 'Nörgeler', 'Nörgler', 'abgenörgeln', 'abnörgeln']"
Georg,"['Geo', 'Georgina', 'Gerg', 'Gragorie', 'Jürgen']"
Asch,['Georg von Asch']
Orgel,"['Georgel', 'herunterorgeln', 'zuorgeln']"
Georgina,['Georgine']
Pelz,"['Gepelz', 'Pelzer', 'Pelzerer', 'Pelzig', 'Pelziger', 'Pelznickelpumpstein', 'derpelzen', 'gepelzt', 'herumpelzen', 'palzig', 'pelzen', 'pelzig', 'zusammenpelzen']"
pfitzen,"['Gepfatz', 'Peitschenpfitze', 'Pfetzschnur', 'Pfitze', 'Pfitzer', 'abpfetzen', 'abpfitzen', 'herausfetzen', 'hineinpfatzen', 'hineinpfitzen', 'zusammenpfatzen', 'zusammenpfetzen']"
pfumpfen,['Gepfumpfer']
Pfusch,"['Gepfusch', 'Kurpfuscher', 'Pfuscher', 'Pfuscherin', 'Pfuschter']"
pirtschen,['Gepirtsch']
plagen,"['Geplag', 'Landplage', 'Leutplager', 'Mutterplage', 'Mückenplage', 'Plager', 'abgeplagt', 'abplagen', 'abplagen, sich', 'herumplagen', 'herumplagen, sich']"
plappern,"['Geplapper', 'Plappere', 'Plapperer', 'ausplappern', 'verplappern', 'zusammenplappern']"
Plempel,"['Geplempel', 'Plempe', 'Plempler', 'anplempeln', 'daherplempeln', 'herumplempeln', 'plempeln', 'plempern', 'verplempeln', 'verplempern', 'vorplempeln']"
plärren,"['Geplärr', 'Plärrer', 'abplärren', 'anplärren', 'aufplärren', 'ausplärren', 'derplärren', 'hinplärren', 'losplärren', 'plärreter', 'zuplärren', 'zusammenplärren']"
poltern,"['Gepolter', 'Holterdiepolter', 'Holterpolter', 'Polterer', 'Seichpolter', 'anhinpoltern', 'holterpolter', 'lospoltern']"
Prozess,"['Geprozess', 'Prozesser', 'Prozessieren', 'Prozessierer', 'herumprozessen', 'prozessen', 'prozessieren', 'verprozessen', 'verprozessieren', 'zuprozessen']"
praschen,"['Gepräsch', 'Prasche', 'Präscher', 'Präschmacher', 'anpräschen', 'hinpräscheln', 'präschen']"
poppern,"['Gepöpper', 'Popperer']"
quak,"['Gequak', 'quäken']"
quaken,"['Gequake', 'Gequaker', 'Gequaks', 'Quaukser', 'Quäker', 'anquackeln', 'quakern', 'quaksen', 'quauksen', 'quäksen', 'quäksern']"
quenksen,"['Gequaunks', 'Quaunkse', 'Quenker']"
quetschen,"['Gequetschte', 'Hühnerquetsche', 'Quetsche', 'abquetschen', 'ausquetschen', 'durchquetschen', 'zerquetschen', 'zusammenquetschen']"
quietschen,"['Gequietsch', 'Gequietsche', 'Quietscher']"
quarzen,"['Gequärz', 'abquesen', 'gequarzen', 'gequärzen']"
gerade,"['Gerader', 'ausgeraden', 'eingerade', 'geradeweg', 'und gerade !']"
Hälfte,"['Geradhälfte', 'hälften']"
rampfen,"['Gerampfer', 'Gerampfler']"
Ramsch,"['Geramsch', 'Ramscher', 'Ramschin', 'auframsen', 'ramsen']"
Laden,"['Geramschladen', 'Geramschladner', 'Gerutschladen', 'Kramladner', 'Krempelladner', 'Krämerladner', 'Ladner', 'Saftlädler', 'Schublade']"
Geranie,['Geranium']
rankern,"['Geranker', 'Rankerer', 'herumrangern', 'herunterrankern']"
rattern,"['Geratter', 'Ratterer', 'losrattern']"
Rinde,"['Gerberrinde', 'Reppelrinde', 'abrinden']"
Hund,"['Gerbershund', 'Hundetatzen', 'Hundewetter', 'Hundling', 'Hundsbrunnzer', 'Hundsgesaiche', 'Hundsgeseichig', 'Hundskrallen', 'Hundskrücke', 'Hundstatze', 'Hunsdsfotze', 'Hündin', 'Hündling', 'Salz-und-Pfeffer-Hündlein', 'herumhunzen', 'hundemüde', 'hundmüde', 'hundshäutern', 'hundsmäßig', 'hundsnötig', 'hunzen', 'sparen, wie']"
Gerhard,['Gerd']
recht,"['Gerechter', 'Recht, haben wollen', 'Rechte', 'Rechterer', 'Rechthaber', 'Unrecht', 'Unrechtes', 'Unrechtiger', 'Zurechter', 'anrechten', 'gerecht', 'rechten', 'unrecht', 'unrechte Drossel', 'zurecht', 'zurechtfrisieren']"
Reff,"['Gereff', 'Reffen', 'abreffen', 'reffen']"
Reitel,"['Gereitel', 'anreiteln', 'aufreiteln', 'festreiteln', 'hinaufreiteln', 'reiteln', 'zusammenreiteln']"
rennen,"['Gerenn', 'Heckenrenner', 'Kinderrenner', 'Renntierholzschlitten', 'abderrennen', 'abrennen', 'abrennen, sich', 'anrennen', 'aufrennen', 'auseinanderrennen', 'derrennen', 'derrennen, sich', 'einrennen', 'fortrennen', 'herrennen', 'hinhinterrennen', 'hinrennen', 'hinterher rennen', 'hinterrennen', 'losrennen', 'nachrennen', 'rennet', 'umrennen', 'verrennen', 'vorrennen', 'zerrennen']"
Rose,"['Gergenrose', 'Rosen', 'Wildes Röslein', 'Winterig Röslein', 'rosig']"
gering,"['Geringe', 'Geringer', 'Geringler', 'Geringste', 'Geringster']"
Rippe,"['Gerippe', 'abrippeln', 'abrippen', 'ausrippeln']"
Gau,"['Gerolzhofer Gau', 'Gerolzhöfer Gau', 'Gäuer', 'Hummelgauer', 'Untergäuer']"
Rotz,"['Gerotz', 'Rotz bockeln', 'Rotzer', 'Rotzerer', 'Rotzling', 'Rötzer', 'alle Rotz lang', 'anrotzen', 'gerotzt', 'rotzen', 'rotzig', 'rötzen']"
Gerste,"['Gerstenböcke', 'gersten']"
Gräte,"['Gerstengräten', 'Gräten', 'heißgrätig']"
Gerte,['Gerten']
Welle,"['Gertwelle', 'Hundertwellen', 'Tannewellen', 'Well', 'Wellen', 'Weller', 'wellen']"
rücken,"['Gerucks', 'Rainsteinrucker', 'alle Ruck', 'anrücken', 'ausrücken', 'einrücken', 'herumrücken', 'verrücken', 'wegrücken', 'zurechtrücken', 'zusammenrucken', 'zusammenrücken']"
Ecke,"['Geruheck', 'Schindersecken', 'Verbotene Ecke', 'Winterecken', 'abecken', 'dreieckig', 'eckeln', 'eckig', 'ein Eck', 'eine Ecke', 'viereckig']"
Runzel,"['Gerunzel', 'Gerünzelte', 'Runze', 'abrunzeln', 'runzelig', 'runzlig', 'schrunzelich', 'verrunzelt', 'zusammengerunzelt']"
räbbern,"['Geräb', 'Geräber']"
Räson,"['Geräsonier', 'Räsonierer', 'herumräsonieren', 'räsonieren']"
rösten,"['Geröst', 'Geröste', 'Geröstene', 'Geröster', 'Geröstete', 'Geröstig', 'Mehlgeröste', 'Mehlgeröstig', 'Mehlröste', 'Mehlröster', 'Mehlröstig', 'Rohgeröstete', 'Rohgeröstig', 'Röste', 'Röstig', 'abgeröstet', 'angeröstet', 'anrösten', 'geröstet']"
rüllen,"['Gerüll', 'Grüller', 'Rülle', 'gerüllen']"
Kammer,['Gerümpelkammer']
Rüssel,"['Gerüssel', 'Rüsselspitze', 'Unterrüssel', 'herumrüsseln', 'hinanrüsseln', 'rüsen', 'rüsseln']"
Salbe,"['Gesalb', 'Salber', 'Salberer', 'Salberin', 'Zugsalbe', 'einsalben', 'salben']"
Salz,"['Gesalzene', 'Gesälz', 'Salze', 'Salzstölle', 'Sälze', 'Zwetschgensalze', 'absalzen', 'aufsalzen', 'einsalzen', 'gesalzen', 'salztrocken', 'ungesalzen', 'versalzen']"
Verein,['Gesangsverein']
Saufen,['Gesaufen']
